author_key,author_name,cover_edition_key,cover_i,ebook_access,edition_count,first_publish_year,has_fulltext,ia,ia_collection,key,language,public_scan_b,title,lending_edition_s,lending_identifier_s,series_key,series_name,series_position,subtitle,id_standard_ebooks,id_project_gutenberg,id_wikisource,id_librivox,genre
['OL7583570A'],['Mathias Jansson'],,,no_ebook,1,2023.0,False,,,/works/OL37928454W,['eng'],False,Horrors from Ambrosia Mansion (a Gothic Poem),,,,,,,,,,,horror
['OL13677572A'],['Arthur Machen; Introduction by Philip Van Doren Stern'],OL51700782M,15009865.0,borrowable,1,1970.0,True,['machenstalesofho0000arth'],"['inlibrary', 'internetarchivebooks', 'printdisabled']",/works/OL38061405W,['eng'],False,Machen's tales of horror and the supernatural,OL51700782M,machenstalesofho0000arth,,,,,,,,,horror
['OL7678699A'],['James D. Patalon'],,,no_ebook,1,2015.0,False,,,/works/OL38106152W,['eng'],False,Red Eyes and the Human Horror Story,,,,,,,,,,,horror
['OL7679877A'],['Rick Wood'],,,no_ebook,1,2021.0,False,,,/works/OL37975271W,['eng'],False,Twelve Days of Christmas Horror Volume Two,,,,,,,,,,,horror
['OL10316489A'],['Bram Stoker'],,,no_ebook,1,1994.0,False,,,/works/OL36900250W,['eng'],False,Horror Classics (Three Novels In One Volume),,,,,,,,,,,horror
['OL9165617A'],['Samuel Fallows'],,,no_ebook,1,2021.0,False,,,/works/OL37765813W,['eng'],False,Complete Story of the San Francisco Horror,,,,,,,,,,,horror
['OL9273881A'],['Jon Steffens'],,,no_ebook,1,2022.0,False,,,/works/OL37852630W,['eng'],False,God in the Hills and Other Horrors,,,,,,,,,,,horror
['OL238275A'],['Jeanne Nagle'],,,no_ebook,1,2013.0,False,,,/works/OL34331626W,['eng'],False,"Great Authors of Mystery, Horror and Thrillers",,,,,,,,,,,horror
['OL12436807A'],['Lon Rogan'],,,no_ebook,1,2022.0,False,,,/works/OL34368559W,['eng'],False,4 UNTOLD SCARY BIGFOOT Encounter Horror Stories,,,,,,,,,,,horror
['OL9636487A'],['Richard G. Hole'],,,no_ebook,1,2021.0,False,,,/works/OL34471606W,['dut'],False,De Heks,,,,,,,,,,,horror
"['OL3027372A', 'OL7964439A', 'OL2836954A', 'OL7685488A']","['Wrath James White', 'Jack Ketchum', 'J. F. Gonzalez', 'Kelly M Hudson']",OL46544268M,13309237.0,no_ebook,1,2013.0,False,,,/works/OL34323926W,,False,D.O.A. II - Extreme Horror Collection,,,,,,,,,,,horror
['OL834678A'],"['Masters, Anthony']",,,no_ebook,1,2013.0,False,,,/works/OL36025835W,['eng'],False,Horror Stories to Tell in the Dark,,,,,,,,,,,horror
['OL8420540A'],['Walt DESIGN'],,,no_ebook,1,2020.0,False,,,/works/OL35886446W,['eng'],False,Nine of Horror Coloring Book for Adults,,,,,,,,,,,horror
['OL12982319A'],['Hash Black'],OL48551398M,15104827.0,no_ebook,1,2020.0,False,,,/works/OL35965726W,['eng'],False,Mirror,,,,,,,,,,,horror
['OL11309924A'],['James Adrienne'],,,no_ebook,1,2021.0,False,,,/works/OL36234259W,['eng'],False,Animal Crossing New Horizons Horror Coloring Book,,,,,,,,,,,horror
['OL3110629A'],['Scott Greene'],,,no_ebook,1,2010.0,False,,,/works/OL36687847W,['eng'],False,Tome of Horrors Complete Pathfinder Unlimited Edition,,,,,,,,,,,horror
['OL11357143A'],['Levi Combs'],,,no_ebook,1,2020.0,False,,,/works/OL36713452W,['eng'],False,Horror out of Hagsjaw 5E PoD,,,,,,,,,,,horror
['OL4798394A'],['Clifford Beck'],,,no_ebook,1,2023.0,False,,,/works/OL36732496W,['eng'],False,Outpatient - a Story of Horror and Madness,,,,,,,,,,,horror
['OL3110629A'],['Scott Greene'],,,no_ebook,1,2011.0,False,,,/works/OL36660592W,['eng'],False,Tome of Horrors Complete Swords and Wizardry,,,,,,,,,,,horror
,,,,no_ebook,1,,False,,,/works/OL36773389W,,False,The Little Book of Boston Parking Horrors,,,,,,,,,,,horror
"['OL2876067A', 'OL9285105A']","['Richard Pett', 'Greg A. Vaughan']",,,no_ebook,1,2019.0,False,,,/works/OL36712444W,['eng'],False,Tome of Blighted Horrors 5E PoD,,,,,,,,,,,horror
['OL3049693A'],['Susan Russell'],,,no_ebook,1,2023.0,False,,,/works/OL36480945W,['eng'],False,Paramnesia,,,,,,,,,,,horror
['OL13076728A'],['Tyler Hauth'],,,no_ebook,1,2021.0,False,,,/works/OL36350008W,['eng'],False,American Dread,,,,,,,,,,,horror
"['OL7773449A', 'OL10319529A', 'OL3269046A', 'OL7776007A']","['Scare Street', 'Dörthe Russek', 'Jennifer Richmond', 'Sara Clancy']",,,no_ebook,1,2020.0,False,,,/works/OL35869094W,['ger'],False,Opferstätte,,,,,,,,,,,horror
['OL7655988A'],['Paul McComas'],,,printdisabled,1,2011.0,True,['unforgettablehar0000paul'],"['internetarchivebooks', 'printdisabled']",/works/OL35986835W,,False,Unforgettable,,,,,,,,,,,horror
['OL9100873A'],['Matthew Doggett'],,,no_ebook,1,2023.0,False,,,/works/OL36854986W,['eng'],False,Hole,,,,,,,,,,,horror
['OL9636180A'],['Daniele Falamesca'],,,no_ebook,1,2023.0,False,,,/works/OL36837935W,['eng'],False,Brevi Storie Horror - Piccoli Racconti Del Terrore,,,,,,,,,,,horror
['OL10323946A'],['Leonard Rich'],,,no_ebook,1,2021.0,False,,,/works/OL36835893W,['eng'],False,Blueridge Dragon Horror Stories Journey into Limbo,,,,,,,,,,,horror
['OL3110629A'],['Scott Greene'],,,no_ebook,1,2011.0,False,,,/works/OL36658125W,['eng'],False,Tome of Horrors Complete Pathfinder E-Book,,,,,,,,,,,horror
['OL28127A'],['Edgar Allan Poe'],,,no_ebook,1,2023.0,False,,,/works/OL36653199W,['eng'],False,Edgar Allan Poes Classic Tales of Horror,,,,,,,,,,,horror
"['OL2876067A', 'OL9285105A']","['Richard Pett', 'Greg A. Vaughan']",,,no_ebook,1,2016.0,False,,,/works/OL36675144W,['eng'],False,Tome of Blighted Horrors 5E PDF,,,,,,,,,,,horror
['OL9829063A'],['Hop and Learn Press'],,,no_ebook,1,2021.0,False,,,/works/OL36097944W,['eng'],False,Freak of Horror Coloring Book for Kids,,,,,,,,,,,horror
['OL6539646A'],"[""Seán O'Connor""]",,,no_ebook,1,2024.0,False,,,/works/OL37616940W,['eng'],False,Revelations,,,,,,,,,,,horror
['OL3104407A'],['David Brookover'],,,no_ebook,1,2022.0,False,,,/works/OL38364545W,['eng'],False,Predatory Fiends,,,,,,,,,,,horror
['OL13713663A'],['Otri Magazine'],,,no_ebook,1,2018.0,False,,,/works/OL38221491W,['eng'],False,Ghosts and Ghouls October 2018 Horror Edition,,,,,,,,,,,horror
['OL2940250A'],['Carolyn Jones'],,,no_ebook,1,2000.0,False,,,/works/OL15001828W,['ger'],False,The Locked Room and Other Horror Stories,,,,,,,,,,,horror
['OL18277A'],['Thomas Hardy'],OL12958496M,5230221.0,no_ebook,1,2001.0,False,,,/works/OL14874889W,['spa'],False,Clasicos Del Terror Ii/horror Classics Iii,,,,,,,,,,,horror
['OL22161A'],['H.P. Lovecraft'],OL24305958M,6431693.0,no_ebook,1,2002.0,False,,,/works/OL15174227W,['eng'],False,Bloodcurdling Tales of Horror and the Macabre,,,,,,,,,,,horror
['OL724506A'],['Richard L. Tierney'],,6853750.0,no_ebook,1,2010.0,False,,,/works/OL15590470W,['eng'],False,Savage menace and other poems of horror,,,,,,,,,,,horror
['OL552852A'],['Robert E. Howard'],OL24318882M,6443555.0,no_ebook,1,2008.0,False,,,/works/OL15186792W,['eng'],False,The Horror Stories of Robert E. Howard,,,,,,,,,,,horror
,,,,no_ebook,1,1975.0,False,,,/works/OL16806872W,,False,Harvest of Horror: Mass Murder in Houston,,,,,,,,,,,horror
['OL2497166A'],"['Coulter, John']",OL24869702M,6862229.0,public,1,1900.0,True,['completestoryofg00coul'],"['americana', 'brigham_young_university']",/works/OL15963729W,['eng'],True,The complete story of the Galveston horror,OL24869702M,completestoryofg00coul,,,,,,,,,horror
['OL840211A'],['Peter Hutchings'],OL25566861M,9949427.0,no_ebook,1,2009.0,False,,,/works/OL16985895W,['eng'],False,The A to Z of Horror Cinema,,,,,,,,,,,horror
['OL19281A'],['Ernest Haycox'],,7463972.0,no_ebook,1,2011.0,False,,,/works/OL17380526W,,False,Stage to Lordsburg Fantasy and Horror Classics,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2012.0,False,,,/works/OL39695151W,['eng'],False,Snow Bind,,,,,,,,,,,horror
['OL14305695A'],['Mario Balibrera'],,,no_ebook,1,2013.0,False,,,/works/OL39775025W,['eng'],False,TEDDY BEARS' PICNIC and Other Horror Stories,,,,,,,,,,,horror
['OL14305736A'],['Bradley Bodeker'],,,no_ebook,1,2013.0,False,,,/works/OL39775163W,['eng'],False,Midnight Snacks,,,,,,,,,,,horror
['OL7738138A'],['Ron Koppelberger'],,,no_ebook,1,2013.0,False,,,/works/OL39721173W,['eng'],False,Electric Spook,,,,,,,,,,,horror
['OL7520874A'],['Aaron Polson'],,,no_ebook,1,2011.0,False,,,/works/OL39806307W,['eng'],False,Violent Bits,,,,,,,,,,,horror
['OL3129179A'],['Heather Beck'],,,no_ebook,1,2010.0,False,,,/works/OL39875708W,['eng'],False,Medieval Nightmare (the Horror Diaries Vol. 4),,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL39788915W,['eng'],False,Returning Home,,,,,,,,,,,horror
['OL3869190A'],['Gary Murphy'],,,no_ebook,1,2013.0,False,,,/works/OL39780916W,['eng'],False,Scared Dog,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2014.0,False,,,/works/OL39848899W,['eng'],False,Wolf Play,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL39841404W,['eng'],False,Hallow Man,,,,,,,,,,,horror
['OL5542509A'],['William Russo'],,,no_ebook,1,2012.0,False,,,/works/OL39877574W,['eng'],False,Shakespeare in Sports and Other Literary Horrors,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2012.0,False,,,/works/OL39759896W,['eng'],False,Dog Daze,,,,,,,,,,,horror
['OL14296557A'],['Yore Devo Shun'],,,no_ebook,1,2011.0,False,,,/works/OL39749948W,['eng'],False,"Rare Breed of Horror, the New Revelation",,,,,,,,,,,horror
['OL3129179A'],['Heather Beck'],,,no_ebook,1,2010.0,False,,,/works/OL39701026W,['eng'],False,Watery Grave (the Horror Diaries Vol. 5),,,,,,,,,,,horror
"['OL7504288A', 'OL9304603A', 'OL672665A']","['Tonia Brown', 'Stephanie Gianopoulos', 'Philip Rogers']",,,no_ebook,1,2012.0,False,,,/works/OL39929946W,['eng'],False,Skin Trade,,,,,,,,,,,horror
['OL10206377A'],['Kenneth Guthrie'],,,no_ebook,1,2011.0,False,,,/works/OL39867681W,['eng'],False,Cop Killer (Death Days Horror Humor Series),,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39974204W,['eng'],False,Candy Man,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2014.0,False,,,/works/OL39732414W,['eng'],False,Soul Hungry,,,,,,,,,,,horror
['OL14289693A'],['Kate Madeley'],,,no_ebook,1,2013.0,False,,,/works/OL39732743W,['eng'],False,Nightmare,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39811447W,['eng'],False,Santa Murders,,,,,,,,,,,horror
"['OL7773449A', 'OL7955887A', 'OL7776007A']","['Scare Street', 'Emma Salam', 'Sara Clancy']",,,no_ebook,1,2024.0,False,,,/works/OL39185327W,['eng'],False,Captive,,,,,,,,,,,horror
"['OL7773449A', 'OL7955887A', 'OL7776007A']","['Scare Street', 'Emma Salam', 'Sara Clancy']",,,no_ebook,1,2024.0,False,,,/works/OL39183583W,['eng'],False,Buried,,,,,,,,,,,horror
['OL4890657A'],['Richard Marsh'],,,no_ebook,1,2016.0,False,,,/works/OL40342886W,['eng'],False,"Beetle, a Victorian Horror Mystery : (Masterpiece Collection)",,,,,,,,,,,horror
['OL3129179A'],['Heather Beck'],,,no_ebook,1,2010.0,False,,,/works/OL40040798W,['eng'],False,Haunting Past (The Horror Diaries Vol. 2),,,,,,,,,,,horror
['OL9247097A'],['Tom Raimbault'],,,no_ebook,1,2009.0,False,,,/works/OL39909252W,['eng'],False,Freaked Out Horror (series 4 Of 5),,,,,,,,,,,horror
['OL9247097A'],['Tom Raimbault'],,,no_ebook,1,2009.0,False,,,/works/OL39909278W,['eng'],False,Freaked Out Horror (series 2 Of 5),,,,,,,,,,,horror
['OL14415754A'],['Ewan Singh'],,,no_ebook,1,2015.0,False,,,/works/OL40335390W,['eng'],False,Anthology of Horror in F-Sharp Major,,,,,,,,,,,horror
"['OL9559722A', 'OL7582901A']","['Amanda Lyons', 'Stuart Keane']",,,no_ebook,1,2015.0,False,,,/works/OL40236214W,['eng'],False,Fearotica,,,,,,,,,,,horror
"['OL14270425A', 'OL2965651A']","['Alex Severin', 'Mike Philbin']",,,no_ebook,1,2012.0,False,,,/works/OL40106778W,['eng'],False,BoyFistGirlSuck - Erotic Horror for the Certifiably Insane,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL40038059W,['eng'],False,Whitest Smile,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL40121748W,['eng'],False,Skin Deep,,,,,,,,,,,horror
['OL10761468A'],['Rene David Rivero'],,,no_ebook,1,2013.0,False,,,/works/OL40122357W,['eng'],False,Anthology of Horror in F-Sharp Major,,,,,,,,,,,horror
"['OL7777984A', 'OL5840312A', 'OL836513A', 'OL8514766A', 'OL10464198A']","['R. L. Weeks', 'R. B. Wood', 'Michael Kehoe', 'J. V. Stanley', 'Frank Zubek']",,,no_ebook,1,2016.0,False,,,/works/OL40506872W,['eng'],False,Christmas Nightmares,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL40685038W,['eng'],False,Dog Daze,,,,,,,,,,,horror
['OL14511945A'],['Ivor Grimsby'],,,no_ebook,1,2016.0,False,,,/works/OL40606605W,['eng'],False,Yeast,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL40777326W,['eng'],False,Zombie Safari,,,,,,,,,,,horror
['OL7064854A'],['Ron Taylor'],,,no_ebook,1,2016.0,False,,,/works/OL40636097W,['eng'],False,Monster Tales,,,,,,,,,,,horror
['OL14414262A'],['Kipepeo Publishing'],,,no_ebook,1,2015.0,False,,,/works/OL40677724W,['eng'],False,Horror and B-Movie Posters # 1,,,,,,,,,,,horror
['OL3029645A'],['C. Dennis Moore'],,,no_ebook,1,2013.0,False,,,/works/OL40118168W,['eng'],False,Groundhog Day,,,,,,,,,,,horror
['OL8014493A'],['Jay Bower'],,,no_ebook,1,2018.0,False,,,/works/OL40260623W,['eng'],False,Dark Sacrifice,,,,,,,,,,,horror
['OL3129228A'],['Mark Osborne'],,,no_ebook,1,2009.0,False,,,/works/OL40019433W,['eng'],False,Playthings,,,,,,,,,,,horror
['OL11405956A'],['Lyn Murray'],,,no_ebook,1,2015.0,False,,,/works/OL40140548W,['eng'],False,Glasses Glasses,,,,,,,,,,,horror
['OL9247097A'],['Tom Raimbault'],,,no_ebook,1,2009.0,False,,,/works/OL40077976W,['eng'],False,Freaked Out Horror (series 3 Of 5),,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL39897500W,['eng'],False,Needle Point,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL39897540W,['eng'],False,Snow Bind,,,,,,,,,,,horror
['OL2860087A'],['Ronald Kelly'],,,no_ebook,1,2010.0,False,,,/works/OL39913485W,['eng'],False,Dark Dixie II - Tales of Southern Horror,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39985498W,['eng'],False,Hallow Man,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2012.0,False,,,/works/OL39987499W,['eng'],False,Bloody Aversion,,,,,,,,,,,horror
['OL3129179A'],['Heather Beck'],,,no_ebook,1,2011.0,False,,,/works/OL39987557W,['eng'],False,Cold Territory (the Horror Diaries Vol. 7),,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL40014357W,['eng'],False,Bargain Hunter,,,,,,,,,,,horror
['OL10206377A'],['Kenneth Guthrie'],,,no_ebook,1,2012.0,False,,,/works/OL39925497W,['eng'],False,Vampire In The Night (A Horror Story),,,,,,,,,,,horror
['OL11036345A'],['Keith Luethke'],,,no_ebook,1,2013.0,False,,,/works/OL40056096W,['eng'],False,Dreams of Darkness - an Anthology of Horror,,,,,,,,,,,horror
['OL14302387A'],['Brian Jarrett'],,,no_ebook,1,2012.0,False,,,/works/OL39766226W,['eng'],False,Walking at Night (a Collection of Horror),,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39808495W,['eng'],False,Family Business,,,,,,,,,,,horror
['OL14317540A'],['Emileen Church'],,,no_ebook,1,2011.0,False,,,/works/OL39809057W,['eng'],False,Enchanted Forest of Horror (A Short Story),,,,,,,,,,,horror
['OL3129179A'],['Heather Beck'],,,no_ebook,1,2010.0,False,,,/works/OL39757797W,['eng'],False,Gnome Genome (The Horror Diaries Vol. 6),,,,,,,,,,,horror
['OL7548025A'],['Josh Hilden'],,,no_ebook,1,2012.0,False,,,/works/OL39709838W,['eng'],False,Residue,,,,,,,,,,,horror
['OL7906077A'],['Rob Errera'],,,no_ebook,1,2011.0,False,,,/works/OL39979008W,['eng'],False,Glory Hole Horror and Other Sensual Nightmares,,,,,,,,,,,horror
['OL14283006A'],['Sean Beckz'],,,no_ebook,1,2012.0,False,,,/works/OL39994991W,['eng'],False,Feeding,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39919644W,['eng'],False,Starter Home,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL39844820W,['eng'],False,Starter Home,,,,,,,,,,,horror
['OL9247097A'],['Tom Raimbault'],,,no_ebook,1,2009.0,False,,,/works/OL39853466W,['eng'],False,Freaked Out Horror (Series 1 Of 5),,,,,,,,,,,horror
['OL14335719A'],['Destiny Drake'],,,no_ebook,1,2011.0,False,,,/works/OL39922577W,['eng'],False,Nymphomaniac Vampire (Erotic Horror Series) *Adult Content*,,,,,,,,,,,horror
"['OL394726A', 'OL14295498A']","['Algernon Blackwood', 'Greg Steinacker']",,,no_ebook,1,2013.0,False,,,/works/OL39889240W,['eng'],False,Algernon Blackwood's Tales of Horror and Suspense,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39861136W,['eng'],False,Daily Bread,,,,,,,,,,,horror
['OL3522342A'],['Jason Tucker'],,,no_ebook,1,2011.0,False,,,/works/OL39861702W,['eng'],False,Uneasy Reading,,,,,,,,,,,horror
['OL3129179A'],['Heather Beck'],,,no_ebook,1,2010.0,False,,,/works/OL39984323W,['eng'],False,Ghost Park (The Horror Diaries Vol. 1),,,,,,,,,,,horror
['OL9247097A'],['Tom Raimbault'],,,no_ebook,1,2009.0,False,,,/works/OL39738321W,['eng'],False,Freaked Out Horror (series 5 Of 5),,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL40010297W,['eng'],False,Bone Bag,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39865608W,['eng'],False,Puppy Love,,,,,,,,,,,horror
['OL14455930A'],['Waylon Piercy'],,,no_ebook,1,2012.0,False,,,/works/OL40524418W,['eng'],False,Nightmare Escapade,,,,,,,,,,,horror
['OL9901636A'],['Montague Rhodes James'],,,no_ebook,1,2016.0,False,,,/works/OL40501882W,['eng'],False,Canon Alberic's Scrapbook (Fantasy and Horror Classics),,,,,,,,,,,horror
['OL8290485A'],['Ty Hulse'],,,no_ebook,1,2014.0,False,,,/works/OL40525961W,['eng'],False,Writers Workbook of Horror from Fairy Tales,,,,,,,,,,,horror
['OL7780096A'],['Jack M. Lockwood'],,,no_ebook,1,2016.0,False,,,/works/OL40436954W,['eng'],False,Underwater Cemetery,,,,,,,,,,,horror
['OL6816943A'],['Giselle Renarde'],,,no_ebook,1,2014.0,False,,,/works/OL40328811W,['eng'],False,Monstrous Obsession,,,,,,,,,,,horror
['OL769180A'],['Sonia Moore'],,,no_ebook,1,2016.0,False,,,/works/OL40428522W,['swe'],False,Skräck Historier,,,,,,,,,,,horror
['OL5823686A'],['Alan King'],,,no_ebook,1,2016.0,False,,,/works/OL40420883W,['eng'],False,Sherlock Holmes,,,,,,,,,,,horror
['OL2392954A'],['A. Mitchell'],,,no_ebook,1,2017.0,False,,,/works/OL40344000W,['eng'],False,Baby,,,,,,,,,,,horror
['OL7745502A'],['Amanda Lawrence Auverigne'],,,no_ebook,1,2012.0,False,,,/works/OL39981553W,['eng'],False,Empty Glass,,,,,,,,,,,horror
['OL14287504A'],['Rebecca Senese'],,,no_ebook,1,2013.0,False,,,/works/OL39955468W,['eng'],False,Family Business,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39972954W,['eng'],False,Returning Home,,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2012.0,False,,,/works/OL39813886W,['eng'],False,Needle Point,,,,,,,,,,,horror
['OL3027823A'],['Mark Leslie'],,,no_ebook,1,2012.0,False,,,/works/OL39814248W,['eng'],False,Switch (A Short Tale of Erotic Horror),,,,,,,,,,,horror
['OL7504038A'],['Rebecca M. Senese'],,,no_ebook,1,2011.0,False,,,/works/OL39928827W,['eng'],False,Tattoo You,,,,,,,,,,,horror
['OL14341902A'],['Eric Drouant'],,,no_ebook,1,2013.0,False,,,/works/OL39887141W,['eng'],False,Horror Murder War Life - 5 Short Stories,,,,,,,,,,,horror
['OL9302869A'],['Sylvester Olson'],,,no_ebook,1,2018.0,False,,,/works/OL41292726W,['eng'],False,Popcorn,,,,,,,,,,,horror
['OL9901636A'],['Montague Rhodes James'],,,no_ebook,1,2016.0,False,,,/works/OL41062286W,['eng'],False,Residence at Whitminster (Fantasy and Horror Classics),,,,,,,,,,,horror
['OL9477387A'],['Dörte Müller'],,,no_ebook,1,2014.0,False,,,/works/OL41396779W,['ger'],False,Blutiger Bestseller,,,,,,,,,,,horror
['OL440124A'],['Sheridan Le Fanu'],,,no_ebook,1,2017.0,False,,,/works/OL41214589W,['eng'],False,Familiar,,,,,,,,,,,horror
['OL8295856A'],['Christopher Stokes'],,,no_ebook,1,2015.0,False,,,/works/OL40999122W,['eng'],False,Eventual Darkness,,,,,,,,,,,horror
['OL10079046A'],['Martin Krüger'],,,no_ebook,1,2014.0,False,,,/works/OL40871245W,['ger'],False,Die Zehnte - Symphonie des Schreckens (Horror-Thriller),,,,,,,,,,,horror
"['OL7975525A', 'OL11934601A']","['Ginny Clyde', 'Mohawk']",,,no_ebook,1,2016.0,False,,,/works/OL40959394W,['eng'],False,Astray,,,,,,,,,,,horror
['OL7933196A'],['Alfred Bekker'],,,no_ebook,1,2016.0,False,,,/works/OL40959795W,['ger'],False,Dämonische Kreaturen,,,,,,,,,,,horror
['OL14597427A'],['Tony Trevino'],,,no_ebook,1,2015.0,False,,,/works/OL41048999W,['eng'],False,Horror Erotica Erotic Forced Sex in Prison,,,,,,,,,,,horror
['OL2986078A'],['David Charlesworth'],,,no_ebook,1,2015.0,False,,,/works/OL41710534W,['eng'],False,Existential Loss,,,,,,,,,,,horror
['OL24856A'],['Gene Wolfe'],OL56946315M,14823685.0,no_ebook,1,2023.0,False,,,/works/OL41938187W,['eng'],False,The Dead Man and Other Horror Stories,,,,,,,,,,,horror
['OL14414262A'],['Kipepeo Publishing'],,,no_ebook,1,2015.0,False,,,/works/OL41734690W,['eng'],False,Horror and B-Movie Posters # 3,,,,,,,,,,,horror
['OL238231A'],['Kevin Sweeney'],,,no_ebook,1,2020.0,False,,,/works/OL41875922W,['eng'],False,Opposite Day,,,,,,,,,,,horror
"['OL10786343A', 'OL3126476A', 'OL12089286A', 'OL11018658A']","['Vanessa Nocera', 'Leon Marcelo', 'Dave Kosanke', 'Jon Kitley']",,,no_ebook,1,2017.0,False,,,/works/OL41549194W,['eng'],False,Evilspeak Volume 5. 5 Euro Horror Special,,,,,,,,,,,horror
['OL8396956A'],['Red Focks'],,,no_ebook,1,2017.0,False,,,/works/OL41617486W,['eng'],False,Thirty-Six Haikus and a Horror Story,,,,,,,,,,,horror
['OL14421550A'],['I. Reynolds'],,,no_ebook,1,2013.0,False,,,/works/OL41736549W,['eng'],False,Ivy,,,,,,,,,,,horror
['OL786987A'],['John Hunt'],,,no_ebook,1,1977.0,False,,,/works/OL4165620W,['eng'],False,Hours of reflection on horror and pleasure,,,,,,,,,,,horror
['OL7996523A'],['Jonathan Maas'],,,no_ebook,1,2018.0,False,,,/works/OL41095793W,['eng'],False,-100,,,,,,,,,,,horror
['OL2621649A'],['James Bond'],,,no_ebook,1,2016.0,False,,,/works/OL40696272W,['nor'],False,Skrekk Historier,,,,,,,,,,,horror
['OL786297A'],['Dennis Foster'],,,no_ebook,1,2017.0,False,,,/works/OL40941030W,['eng'],False,Inhuman Condition,,,,,,,,,,,horror
['OL14591446A'],['Willfred Lungile'],,,no_ebook,1,2015.0,False,,,/works/OL41020697W,['eng'],False,Lake [Camp],,,,,,,,,,,horror
['OL14433470A'],['Jack Lockwood'],,,no_ebook,1,2016.0,False,,,/works/OL40893104W,['eng'],False,Underwater Cemetery,,,,,,,,,,,horror
['OL14591350A'],['Richard Linthicum Samuel Fallows Trumbull White'],,,no_ebook,1,2015.0,False,,,/works/OL41020148W,['eng'],False,Complete Story of the San Francisco Horror,,,,,,,,,,,horror
['OL11094973A'],['G. Hopf'],,,no_ebook,1,2018.0,False,,,/works/OL41858702W,['eng'],False,Detour,,,,,,,,,,,horror
['OL9292912A'],['Hayden Fryer'],,,no_ebook,1,2024.0,False,,,/works/OL41904480W,['eng'],False,Bristlemouth 1,,,,,,,,,,,horror
"['OL12461013A', 'OL13667267A', 'OL9828665A', 'OL14722326A', 'OL11384838A']","['Jim Mountfield', 'Anthony D. Herrera', 'Andrew P. McGregor', 'D. W. Milton', 'Matias Travieso-Diaz']",,,no_ebook,1,2024.0,False,,,/works/OL41879915W,['eng'],False,Nightmare Fuel,,,,,,,,,,,horror
['OL9292912A'],['Hayden Fryer'],,,no_ebook,1,2024.0,False,,,/works/OL41899035W,['eng'],False,Bristlemouth 3,,,,,,,,,,,horror
['OL10649569A'],['Drew Starling'],,,no_ebook,1,2022.0,False,,,/works/OL41901606W,['eng'],False,Nothus,,,,,,,,,,,horror
['OL9292912A'],['Hayden Fryer'],,,no_ebook,1,2024.0,False,,,/works/OL41901757W,['eng'],False,Bristlemouth 4,,,,,,,,,,,horror
